0.39	1	0	-0.000117335
0.395	0	5.84223e-05	-0.000117323
0.395	1	0	-0.000117323
0.4	0	5.84099e-05	-0.00011731
0.4	1	0	-0.00011731
0.405	0	5.8398e-05	-0.000117298
0.405	1	0	-0.000117298
0.41	0	5.83866e-05	-0.000117287
0.41	1	0	-0.000117287
0.415	0	5.83756e-05	-0.000117276
0.415	1	0	-0.000117276
0.42	0	5.83652e-05	-0.000117265
0.42	1	0	-0.000117265
0.425	0	5.83553e-05	-0.000117256
0.425	1	0	-0.000117256
0.43	0	5.83459e-05	-0.000117246
0.43	1	0	-0.000117246
0.435	0	5.8337e-05	-0.000117237
0.435	1	0	-0.000117237
0.44	0	5.83287e-05	-0.000117229
0.44	1	0	-0.000117229
0.445	0	5.83209e-05	-0.000117221
0.445	1	0	-0.000117221
0.45	0	5.83137e-05	-0.000117214
0.45	1	0	-0.000117214
0.455	0	5.8307e-05	-0.000117207
0.455	1	0	-0.000117207
0.46	0	5.83009e-05	-0.000117201
0.46	1	0	-0.000117201
0.465	0	5.82954e-05	-0.000117196
0.465	1	0	-0.000117196
0.47	0	5.82905e-05	-0.000117191
0.47	1	0	-0.000117191
0.475	0	5.82861e-05	-0.000117186
0.475	1	0	-0.000117186
0.48	0	5.82824e-05	-0.000117183
0.48	1	0	-0.000117183
0.485	0	5.82792e-05	-0.000117179
0.485	1	0	-0.000117179
0.49	0	5.82766e-05	-0.000117177
0.49	1	0	-0.000117177
0.495	0	5.82746e-05	-0.000117175
0.495	1	0	-0.000117175
0.5	0	5.82733e-05	-0.000117174
0.5	1	0	-0.000117174
0.505	0	5.82725e-05	-0.000117173
0.505	1	0	-0.000117173
0.51	0	5.82723e-05	-0.000117173
0.51	1	0	-0.000117173
0.515	0	5.82727e-05	-0.000117173
0.515	1	0	-0.000117173
0.52	0	5.82737e-05	-0.000117174
0.52	1	0	-0.000117174
0.525	0	5.82753e-05	-0.000117176
0.525	1	0	-0.000117176
0.53	0	5.82775e-05	-0.000117178
0.53	1	0	-0.000117178
0.535	0	5.82803e-05	-0.000117181
0.535	1	0	-0.000117181
0.54	0	5.82837e-05	-0.000117184
0.54	1	0	-0.000117184
0.545	0	5.82877e-05	-0.000117188
0.545	1	0	-0.000117188
0.55	0	5.82923e-05	-0.000117193
0.55	1	0	-0.000117193
0.555	0	5.82975e-05	-0.000117198
0.555	1	0	-0.000117198
0.56	0	5.83032e-05	-0.000117203
0.56	1	0	-0.000117203
0.565	0	5.83095e-05	-0.00011721
0.565	1	0	-0.00011721
0.57	0	5.83164e-05	-0.000117217
0.57	1	0	-0.000117217
0.575	0	5.83238e-05	-0.000117224
0.575	1	0	-0.000117224
0.58	0	5.83318e-05	-0.000117232
0.58	1	0	-0.000117232
0.585	0	5.83403e-05	-0.000117241
0.585	1	0	-0.000117241
0.59	0	5.83494e-05	-0.00011725
0.59	1	0	-0.00011725
0.595	0	5.8359e-05	-0.000117259
0.595	1	0	-0.000117259
0.6	0	5.83691e-05	-0.000117269
0.6	1	0	-0.000117269
0.605	0	5.83797e-05	-0.00011728
0.605	1	0	-0.00011728
0.61	0	5.83909e-05	-0.000117291
0.61	1	0	-0.000117291
0.615	0	5.84025e-05	-0.000117303
0.615	1	0	-0.000117303
0.62	0	5.84146e-05	-0.000117315
0.62	1	0	-0.000117315
0.625	0	5.84272e-05	-0.000117327
0.625	1	0	-0.000117327
0.63	0	5.84402e-05	-0.00011734
0.63	1	0	-0.00011734
0.635	0	5.84537e-05	-0.000117354
0.635	1	0	-0.000117354
0.64	0	5.84676e-05	-0.000117368
0.64	1	0	-0.000117368
0.645	0	5.84819e-05	-0.000117382
0.645	1	0	-0.000117382
0.65	0	5.84967e-05	-0.000117397
0.65	1	0	-0.000117397
0.655	0	5.85118e-05	-0.000117412
0.655	1	0	-0.000117412
0.66	0	5.85273e-05	-0.000117428
0.66	1	0	-0.000117428
0.665	0	5.85432e-05	-0.000117443
0.665	1	0	-0.000117443
0.67	0	5.85594e-05	-0.00011746
0.67	1	0	-0.00011746
0.675	0	5.8576e-05	-0.000117476
0.675	1	0	-0.000117476
0.68	0	5.85929e-05	-0.000117493
0.68	1	0	-0.000117493
0.685	0	5.86101e-05	-0.00011751
0.685	1	0	-0.00011751
0.69	0	5.86275e-05	-0.000117528
0.69	1	0	-0.000117528
0.695	0	5.86453e-05	-0.000117546
0.695	1	0	-0.000117546
0.7	0	5.86633e-05	-0.000117564
0.7	1	0	-0.000117564
0.705	0	5.86815e-05	-0.000117582
0.705	1	0	-0.000117582
0.71	0	5.87e-05	-0.0001176
0.71	1	0	-0.0001176
0.715	0	5.87186e-05	-0.000117619
0.715	1	0	-0.000117619
0.72	0	5.87375e-05	-0.000117638
0.72	1	0	-0.000117638
0.725	0	5.87565e-05	-0.000117657
0.725	1	0	-0.000117657
0.73	0	5.87756e-05	-0.000117676
0.73	1	0	-0.000117676
0.735	0	5.87949e-05	-0.000117695
0.735	1	0	-0.000117695
0.74	0	5.88143e-05	-0.000117715
0.74	1	0	-0.000117715
0.745	0	5.88338e-05	-0.000117734
0.745	1	0	-0.000117734
0.75	0	5.88534e-05	-0.000117754
0.75	1	0	-0.000117754
0.755	0	5.8873e-05	-0.000117773
0.755	1	0	-0.000117773
0.76	0	5.88927e-05	-0.000117793
0.76	1	0	-0.000117793
0.765	0	5.89123e-05	-0.000117813
0.765	1	0	-0.000117813
0.77	0	5.8932e-05	-0.000117832
0.77	1	0	-0.000117832
0.775	0	5.89517e-05	-0.000117852
0.775	1	0	-0.000117852
0.78	0	5.89713e-05	-0.000117872
0.78	1	0	-0.000117872
0.785	0	5.89908e-05	-0.000117891
0.785	1	0	-0.000117891
0.79	0	5.90103e-05	-0.000117911
0.79	1	0	-0.000117911
0.795	0	5.90297e-05	-0.00011793
0.795	1	0	-0.00011793
0.8	0	5.90489e-05	-0.000117949
0.8	1	0	-0.000117949
0.805	0	5.90681e-05	-0.000117968
0.805	1	0	-0.000117968
0.81	0	5.9087e-05	-0.000117987
0.81	1	0	-0.000117987
0.815	0	5.91058e-05	-0.000118006
0.815	1	0	-0.000118006
0.82	0	5.91244e-05	-0.000118025
0.82	1	0	-0.000118025
0.825	0	5.91428e-05	-0.000118043
0.825	1	0	-0.000118043
0.83	0	5.9161e-05	-0.000118061
0.83	1	0	-0.000118061
0.835	0	5.91789e-05	-0.000118079
0.835	1	0	-0.000118079
0.84	0	5.91966e-05	-0.000118097
0.84	1	0	-0.000118097
0.845	0	5.92139e-05	-0.000118114
0.845	1	0	-0.000118114
0.85	0	5.9231e-05	-0.000118131
0.85	1	0	-0.000118131
0.855	0	5.92478e-05	-0.000118148
0.855	1	0	-0.000118148
0.86	0	5.92642e-05	-0.000118164
0.86	1	0	-0.000118164
0.865	0	5.92803e-05	-0.000118181
0.865	1	0	-0.000118181
0.87	0	5.9296e-05	-0.000118196
0.87	1	0	-0.000118196
0.875	0	5.93113e-05	-0.000118212
0.875	1	0	-0.000118212
0.88	0	5.93262e-05	-0.000118226
0.88	1	0	-0.000118226
0.885	0	5.93407e-05	-0.000118241
0.885	1	0	-0.000118241
0.89	0	5.93548e-05	-0.000118255
0.89	1	0	-0.000118255
0.895	0	5.93685e-05	-0.000118269
0.895	1	0	-0.000118269
0.9	0	5.93817e-05	-0.000118282
0.9	1	0	-0.000118282
0.905	0	5.93944e-05	-0.000118295
0.905	1	0	-0.000118295
0.91	0	5.94066e-05	-0.000118307
0.91	1	0	-0.000118307
0.915	0	5.94184e-05	-0.000118319
0.915	1	0	-0.000118319
0.92	0	5.94296e-05	-0.00011833
0.92	1	0	-0.00011833
0.925	0	5.94403e-05	-0.000118341
0.925	1	0	-0.000118341
0.93	0	5.94505e-05	-0.000118351
0.93	1	0	-0.000118351
0.935	0	5.94602e-05	-0.00011836
0.935	1	0	-0.00011836
0.94	0	5.94693e-05	-0.00011837
0.94	1	0	-0.00011837
0.945	0	5.94778e-05	-0.000118378
0.945	1	0	-0.000118378
0.95	0	5.94858e-05	-0.000118386
0.95	1	0	-0.000118386
0.955	0	5.94932e-05	-0.000118393
0.955	1	0	-0.000118393
0.96	0	5.95e-05	-0.0001184
0.96	1	0	-0.0001184
0.965	0	5.95063e-05	-0.000118407
0.965	1	0	-0.000118407
0.97	0	5.95119e-05	-0.000118412
0.97	1	0	-0.000118412
0.975	0	5.95169e-05	-0.000118417
0.975	1	0	-0.000118417
0.98	0	5.95213e-05	-0.000118422
0.98	1	0	-0.000118422
0.985	0	5.95251e-05	-0.000118425
0.985	1	0	-0.000118425
0.99	0	5.95283e-05	-0.000118429
0.99	1	0	-0.000118429
0.995	0	5.95309e-05	-0.000118431
0.995	1	0	-0.000118431
1	0	5.95329e-05	-0.000118433
1	1	0	-0.000118433
1.005	0	5.95342e-05	-0.000118434
1.005	1	0	-0.000118434
1.01	0	5.95349e-05	-0.000118435
1.01	1	0	-0.000118435
1.015	0	5.9535e-05	-0.000118435
1.015	1	0	-0.000118435
1.02	0	5.95344e-05	-0.000118435
1.02	1	0	-0.000118435
1.025	0	5.95332e-05	-0.000118433
1.025	1	0	-0.000118433
1.03	0	5.95314e-05	-0.000118432
1.03	1	0	-0.000118432
1.035	0	5.9529e-05	-0.000118429
1.035	1	0	-0.000118429
1.04	0	5.9526e-05	-0.000118426
1.04	1	0	-0.000118426
1.045	0	5.95223e-05	-0.000118423
1.045	1	0	-0.000118423
1.05	0	5.9518e-05	-0.000118418
1.05	1	0	-0.000118418
1.055	0	5.95131e-05	-0.000118413
1.055	1	0	-0.000118413
1.06	0	5.95076e-05	-0.000118408
1.06	1	0	-0.000118408
1.065	0	5.95016e-05	-0.000118402
1.065	1	0	-0.000118402
1.07	0	5.94949e-05	-0.000118395
1.07	1	0	-0.000118395
1.075	0	5.94876e-05	-0.000118388
1.075	1	0	-0.000118388
1.08	0	5.94798e-05	-0.00011838
1.08	1	0	-0.00011838
1.085	0	5.94714e-05	-0.000118372
1.085	1	0	-0.000118372
1.09	0	5.94624e-05	-0.000118363
1.09	1	0	-0.000118363
1.095	0	5.94529e-05	-0.000118353
1.095	1	0	-0.000118353
1.1	0	5.94428e-05	-0.000118343
1.1	1	0	-0.000118343
1.105	0	5.94322e-05	-0.000118332
1.105	1	0	-0.000118332
1.11	0	5.94211e-05	-0.000118321
1.11	1	0	-0.000118321
1.115	0	5.94095e-05	-0.00011831
1.115	1	0	-0.00011831
1.12	0	5.93973e-05	-0.000118298
1.12	1	0	-0.000118298
1.125	0	5.93847e-05	-0.000118285
1.125	1	0	-0.000118285
1.13	0	5.93717e-05	-0.000118272
1.13	1	0	-0.000118272
1.135	0	5.93581e-05	-0.000118258
1.135	1	0	-0.000118258
1.14	0	5.93441e-05	-0.000118244
1.14	1	0	-0.000118244
1.145	0	5.93297e-05	-0.00011823
1.145	1	0	-0.00011823
1.15	0	5.93149e-05	-0.000118215
1.15	1	0	-0.000118215
1.155	0	5.92997e-05	-0.0001182
1.155	1	0	-0.0001182
1.16	0	5.9284e-05	-0.000118184
1.16	1	0	-0.000118184
1.165	0	5.9268e-05	-0.000118168
1.165	1	0	-0.000118168
1.17	0	5.92517e-05	-0.000118152
1.17	1	0	-0.000118152
1.175	0	5.9235e-05	-0.000118135
1.175	1	0	-0.000118135
1.18	0	5.9218e-05	-0.000118118
1.18	1	0	-0.000118118
1.185	0	5.92007e-05	-0.000118101
1.185	1	0	-0.000118101
1.19	0	5.91831e-05	-0.000118083
1.19	1	0	-0.000118083
1.195	0	5.91653e-05	-0.000118066
1.195	1	0	-0.000118066
1.2	0	5.91472e-05	-0.000118047
1.2	1	0	-0.000118047
1.205	0	5.91288e-05	-0.000118029
1.205	1	0	-0.000118029
1.21	0	5.91103e-05	-0.000118011
1.21	1	0	-0.000118011
1.215	0	5.90915e-05	-0.000117992
1.215	1	0	-0.000117992
1.22	0	5.90726e-05	-0.000117973
1.22	1	0	-0.000117973
1.225	0	5.90535e-05	-0.000117954
1.225	1	0	-0.000117954
1.23	0	5.90343e-05	-0.000117935
1.23	1	0	-0.000117935
1.235	0	5.90149e-05	-0.000117915
1.235	1	0	-0.000117915
1.24	0	5.89955e-05	-0.000117896
1.24	1	0	-0.000117896
1.245	0	5.89759e-05	-0.000117876
1.245	1	0	-0.000117876
1.25	0	5.89563e-05	-0.000117857
1.25	1	0	-0.000117857
1.255	0	5.89367e-05	-0.000117837
1.255	1	0	-0.000117837
1.26	0	5.8917e-05	-0.000117817
1.26	1	0	-0.000117817
1.265	0	5.88973e-05	-0.000117798
1.265	1	0	-0.000117798
1.27	0	5.88777e-05	-0.000117778
1.27	1	0	-0.000117778
1.275	0	5.8858e-05	-0.000117758
1.275	1	0	-0.000117758
1.28	0	5.88385e-05	-0.000117739
1.28	1	0	-0.000117739
1.285	0	5.88189e-05	-0.000117719
1.285	1	0	-0.000117719
1.29	0	5.87995e-05	-0.0001177
1.29	1	0	-0.0001177
1.295	0	5.87802e-05	-0.00011768
1.295	1	0	-0.00011768
1.3	0	5.8761e-05	-0.000117661
1.3	1	0	-0.000117661
1.305	0	5.8742e-05	-0.000117642
1.305	1	0	-0.000117642
1.31	0	5.87231e-05	-0.000117623
1.31	1	0	-0.000117623
1.315	0	5.87044e-05	-0.000117605
1.315	1	0	-0.000117605
1.32	0	5.86859e-05	-0.000117586
1.32	1	0	-0.000117586
1.325	0	5.86676e-05	-0.000117568
1.325	1	0	-0.000117568
1.33	0	5.86495e-05	-0.00011755
1.33	1	0	-0.00011755
1.335	0	5.86317e-05	-0.000117532
1.335	1	0	-0.000117532
1.34	0	5.86142e-05	-0.000117514
1.34	1	0	-0.000117514
1.345	0	5.85969e-05	-0.000117497
1.345	1	0	-0.000117497
1.35	0	5.858e-05	-0.00011748
1.35	1	0	-0.00011748
1.355	0	5.85633e-05	-0.000117464
1.355	1	0	-0.000117464
1.36	0	5.8547e-05	-0.000117447
1.36	1	0	-0.000117447
1.365	0	5.85311e-05	-0.000117431
1.365	1	0	-0.000117431
1.37	0	5.85155e-05	-0.000117416
1.37	1	0	-0.000117416
1.375	0	5.85002e-05	-0.0001174
1.375	1	0	-0.0001174
1.38	0	5.84854e-05	-0.000117386
1.38	1	0	-0.000117386
1.385	0	5.8471e-05	-0.000117371
1.385	1	0	-0.000117371
1.39	0	5.84569e-05	-0.000117357
1.39	1	0	-0.000117357
1.395	0	5.84434e-05	-0.000117344
1.395	1	0	-0.000117344
1.4	0	5.84302e-05	-0.00011733
1.4	1	0	-0.00011733
1.405	0	5.84175e-05	-0.000117318
1.405	1	0	-0.000117318
1.41	0	5.84053e-05	-0.000117306
1.41	1	0	-0.000117306
1.415	0	5.83936e-05	-0.000117294
1.415	1	0	-0.000117294
1.42	0	5.83823e-05	-0.000117283
1.42	1	0	-0.000117283
1.425	0	5.83716e-05	-0.000117272
1.425	1	0	-0.000117272
1.43	0	5.83613e-05	-0.000117262
1.43	1	0	-0.000117262
1.435	0	5.83516e-05	-0.000117252
1.435	1	0	-0.000117252
1.44	0	5.83424e-05	-0.000117243
1.44	1	0	-0.000117243
1.445	0	5.83338e-05	-0.000117234
1.445	1	0	-0.000117234
1.45	0	5.83257e-05	-0.000117226
1.45	1	0	-0.000117226
1.455	0	5.83181e-05	-0.000117218
1.455	1	0	-0.000117218
1.46	0	5.83111e-05	-0.000117211
1.46	1	0	-0.000117211
1.465	0	5.83046e-05	-0.000117205
1.465	1	0	-0.000117205
1.47	0	5.82988e-05	-0.000117199
1.47	1	0	-0.000117199
1.475	0	5.82935e-05	-0.000117194
1.475	1	0	-0.000117194
1.48	0	5.82888e-05	-0.000117189
1.48	1	0	-0.000117189
1.485	0	5.82846e-05	-0.000117185
1.485	1	0	-0.000117185
1.49	0	5.82811e-05	-0.000117181
1.49	1	0	-0.000117181
1.495	0	5.82782e-05	-0.000117178
1.495	1	0	-0.000117178
1.5	0	5.82758e-05	-0.000117176
1.5	1	0	-0.000117176
1.505	0	5.8274e-05	-0.000117174
1.505	1	0	-0.000117174
1.51	0	5.82729e-05	-0.000117173
1.51	1	0	-0.000117173
1.515	0	5.82723e-05	-0.000117173
1.515	1	0	-0.000117173
1.52	0	5.82724e-05	-0.000117173
1.52	1	0	-0.000117173
1.525	0	5.8273e-05	-0.000117173
1.525	1	0	-0.000117173
1.53	0	5.82743e-05	-0.000117175
1.53	1	0	-0.000117175
1.535	0	5.82761e-05	-0.000117176
1.535	1	0	-0.000117176
1.54	0	5.82785e-05	-0.000117179
1.54	1	0	-0.000117179
1.545	0	5.82816e-05	-0.000117182
1.545	1	0	-0.000117182
1.55	0	5.82852e-05	-0.000117185
1.55	1	0	-0.000117185
1.555	0	5.82894e-05	-0.00011719
1.555	1	0	-0.00011719
1.56	0	5.82942e-05	-0.000117194
1.56	1	0	-0.000117194
1.565	0	5.82996e-05	-0.0001172
1.565	1	0	-0.0001172
1.57	0	5.83055e-05	-0.000117206
1.57	1	0	-0.000117206
1.575	0	5.83121e-05	-0.000117212
1.575	1	0	-0.000117212
1.58	0	5.83191e-05	-0.000117219
1.58	1	0	-0.000117219
1.585	0	5.83268e-05	-0.000117227
1.585	1	0	-0.000117227
1.59	0	5.8335e-05	-0.000117235
1.59	1	0	-0.000117235
1.595	0	5.83437e-05	-0.000117244
1.595	1	0	-0.000117244
1.6	0	5.8353e-05	-0.000117253
1.6	1	0	-0.000117253
1.605	0	5.83628e-05	-0.000117263
1.605	1	0	-0.000117263
1.61	0	5.83731e-05	-0.000117273
1.61	1	0	-0.000117273
1.615	0	5.83839e-05	-0.000117284
1.615	1	0	-0.000117284
1.62	0	5.83952e-05	-0.000117295
1.62	1	0	-0.000117295
1.625	0	5.84071e-05	-0.000117307
1.625	1	0	-0.000117307
1.63	0	5.84193e-05	-0.00011732
1.63	1	0	-0.00011732
1.635	0	5.84321e-05	-0.000117332
1.635	1	0	-0.000117332
1.64	0	5.84453e-05	-0.000117346
1.64	1	0	-0.000117346
1.645	0	5.84589e-05	-0.000117359
1.645	1	0	-0.000117359
1.65	0	5.8473e-05	-0.000117373
1.65	1	0	-0.000117373
1.655	0	5.84875e-05	-0.000117388
1.655	1	0	-0.000117388
1.66	0	5.85024e-05	-0.000117403
1.66	1	0	-0.000117403
1.665	0	5.85177e-05	-0.000117418
1.665	1	0	-0.000117418
1.67	0	5.85333e-05	-0.000117434
1.67	1	0	-0.000117434
1.675	0	5.85493e-05	-0.00011745
1.675	1	0	-0.00011745
1.68	0	5.85657e-05	-0.000117466
1.68	1	0	-0.000117466
1.685	0	5.85824e-05	-0.000117483
1.685	1	0	-0.000117483
1.69	0	5.85994e-05	-0.0001175
1.69	1	0	-0.0001175
1.695	0	5.86167e-05	-0.000117517
1.695	1	0	-0.000117517
1.7	0	5.86343e-05	-0.000117535
1.7	1	0	-0.000117535
1.705	0	5.86521e-05	-0.000117552
1.705	1	0	-0.000117552
1.71	0	5.86702e-05	-0.00011757
1.71	1	0	-0.00011757
1.715	0	5.86885e-05	-0.000117589
1.715	1	0	-0.000117589
1.72	0	5.87071e-05	-0.000117607
1.72	1	0	-0.000117607
1.725	0	5.87258e-05	-0.000117626
1.725	1	0	-0.000117626
1.73	0	5.87447e-05	-0.000117645
1.73	1	0	-0.000117645
1.735	0	5.87638e-05	-0.000117664
1.735	1	0	-0.000117664
1.74	0	5.8783e-05	-0.000117683
1.74	1	0	-0.000117683
1.745	0	5.88023e-05	-0.000117703
1.745	1	0	-0.000117703
1.75	0	5.88217e-05	-0.000117722
1.75	1	0	-0.000117722
